lex	word	POS	род	падеж	число	вид	переходность	время	наклонение	лицо	форма прилагательных	залог	степень сравнения
поражать	поразила	V	жен		ед	сов		прош	изъяв				
я	меня	SPRO		вин	ед					1-л			
в	в	PR											
она	ней	SPRO	жен	пр	ед					3-л			
не	не	PART											
живопись	живопись	S	жен	вин	ед								
а	а	CONJ											
то	то	SPRO	сред	вин	ед								
что	что	CONJ											
картина	картина	S	жен	им	ед								
быть	была	V	жен		ед	несов	нп	прош	изъяв				
прострелить	прострелена	V	жен		ед	сов	пе	прош	прич		кр	страд	
два	двумя	NUM		твор									
пуля	пулями	S	жен	твор	мн								
всаживать	всаженными	V		твор	мн	сов		прош	прич		полн	страд	
один	одна	APRO	жен	им	ед								
на	на	PR											
другой	другую	APRO	жен	вин	ед								
вот	вот	PART											
хороший	хороший	A	муж	вин	ед						полн		
выстрел	выстрел	S	муж	вин	ед								
сказать	сказал	V	муж		ед	сов	пе	прош	изъяв				
я	я	SPRO		им	ед					1-л			
обращаться	обращаясь	V				несов	нп	непрош	деепр				
к	к	PR											
граф	графу	S	муж	дат	ед								
да	да	CONJ											
отвечать	отвечал	V	муж		ед	несов	нп	прош	изъяв				
он	он	SPRO	муж	им	ед					3-л			
выстрел	выстрел	S	муж	вин	ед								
очень	очень	ADV											
замечательный	замечательный	A	муж	вин	ед						полн		
а	а	CONJ											
хорошо	хорошо	PART											
вы	вы	SPRO		им	мн					2-л			
стрелять	стреляете	V			мн	несов	пе	непрош	изъяв	2-л			
продолжать	продолжал	V	муж		ед	несов	пе	прош	изъяв				
он	он	SPRO	муж	им	ед					3-л			
изрядно	изрядно	ADV											
отвечать	отвечал	V	муж		ед	несов	нп	прош	изъяв				
я	я	SPRO		им	ед					1-л			
обрадоваться	обрадовавшись	V				сов	нп	прош	деепр				
что	что	CONJ											
разговор	разговор	S	муж	вин	ед								
касаться	коснулся	V	муж		ед	сов	нп	прош	изъяв				
наконец	наконец	ADV											
предмет	предмета	S	муж	род	ед								
я	мне	SPRO		пр	ед					1-л			
близкий	близкого	A	муж	вин	ед						полн		
в	в	PR											
тридцать	тридцати	NUM		пр									
шаг	шагах	S	муж	пр	мн								
промах	промаху	S	муж	дат	ед								
в	в	PR											
карта	карту	S	жен	вин	ед								
не	не	PART											
давать	дам	V			ед	сов	пе	непрош	изъяв	1-л			
разумеется	разумеется	ADV											
из	из	PR											
знакомый	знакомых	A		пр	мн						полн		
пистолет	пистолетов	S	муж	род	мн								
право	право	ADV											
сказать	сказала	V	жен		ед	сов	пе	прош	изъяв				
графиня	графиня	S	жен	им	ед								
с	с	PR											
вид	видом	S	муж	твор	ед								
большой	большой	A	муж	вин	ед						полн		
внимательность	внимательности	S	жен	пр	ед								
а	а	CONJ											
ты	ты	SPRO		им	ед					2-л			
мой	мой	APRO	муж	вин	ед								
друг	друг	S	муж	им	ед								
попадать	попадешь	V			ед	сов	нп	непрош	изъяв	2-л			
ли	ли	PART											
в	в	PR											
карта	карту	S	жен	вин	ед								
на	на	PR											
тридцать	тридцати	NUM		пр									
шаг	шагах	S	муж	пр	мн								
когда-нибудь	когда-нибудь	ADVPRO											
отвечать	отвечал	V	муж		ед	несов	нп	прош	изъяв				
граф	граф	S	муж	им	ед								
мы	мы	SPRO		им	мн					1-л			
попробовать	попробуем	V			мн	сов	пе	непрош	изъяв	1-л			
в	в	PR											
свой	свое	APRO	сред	вин	ед								
время	время	S	сред	вин	ед								
я	я	SPRO		им	ед					1-л			
стрелять	стрелял	V	муж		ед	несов	пе	прош	изъяв				
не	не	PART											
худо	худо	ADV											
но	но	CONJ											
вот	вот	PART											
уже	уже	ADV											
четыре	четыре	NUM		им									
год	года	S	муж	вин	мн								
как	как	CONJ											
я	я	SPRO		им	ед					1-л			
не	не	PART											
брать	брал	V	муж		ед	несов	пе	прош	изъяв				
в	в	PR											
рука	руки	S	жен	вин	мн								
пистолет	пистолета	S	муж	род	ед								
о	о	INTJ											
замечать	заметил	V	муж		ед	сов	пе	прош	изъяв				
я	я	SPRO		им	ед					1-л			
в	в	PR											
такой	таком	APRO	муж	пр	ед								
случай	случае	S	муж	пр	ед								
биться	бьюсь	V			ед	несов	нп	непрош	изъяв	1-л			
об	об	PR											
заклад	заклад	S	муж	вин	ед								
что	что	CONJ											
ваш	ваше	APRO	сред	вин	ед								
сиятельство	сиятельство	S	сред	вин	ед								
не	не	PART											
попадать	попадете	V			мн	сов	нп	непрош	изъяв	2-л			
в	в	PR											
карта	карту	S	жен	вин	ед								
и	и	CONJ											
в	в	PR											
двадцать	двадцати	NUM		пр									
шаг	шагах	S	муж	пр	мн								
пистолет	пистолет	S	муж	вин	ед								
требовать	требует	V			ед	несов	пе	непрош	изъяв	3-л			
ежедневный	ежедневного	A	муж	вин	ед						полн		
упражнение	упражнения	S	сред	вин	мн								
это	это	PART											
я	я	SPRO		им	ед					1-л			
знать	знаю	V			ед	несов	пе	непрош	изъяв	1-л			
на	на	PR											
опыт	опыте	S	муж	пр	ед								
у	у	PR											
мы	нас	SPRO		пр	мн					1-л			
в	в	PR											
полк	полку	S	муж	дат	ед								
я	я	SPRO		им	ед					1-л			
